Unnamed: 0,1: Easy to Use  (Clear Steps),1: Works Fine (Fast),2: Recomendaría,5: Long-term users,6: Adapt from Previous Versions,8: Amazon purchase (price),11: Easy to Use,12: Online version (mobile app),15: Install/download problems,20: Turbo Tax,21: SO versions,23: Interface User friendly,Dom_Topic
48363,0.01,0.01,0.08,0.03,0.03,0.03,0.01,0.04,0.1,0.01,0.2,0.06,21
48364,0.02,0.01,0.02,0.03,0.02,0.01,0.01,0.04,0.15,0.01,0.36,0.02,21
48365,0.07,0.02,0.05,0.02,0.03,0.04,0.02,0.02,0.05,0.03,0.17,0.02,21
48366,0.03,0.0,0.0,0.05,0.04,0.0,0.0,0.04,0.36,0.0,0.16,0.02,15
48367,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.04,0.03,0.05,0.03,9
48368,0.02,0.02,0.02,0.1,0.02,0.02,0.04,0.05,0.05,0.02,0.17,0.02,21
48369,0.01,0.01,0.01,0.02,0.02,0.03,0.01,0.02,0.36,0.01,0.09,0.01,15
48370,0.01,0.01,0.0,0.04,0.02,0.01,0.0,0.01,0.19,0.01,0.37,0.01,21
48371,0.04,0.04,0.07,0.04,0.04,0.11,0.04,0.04,0.04,0.04,0.04,0.07,8
48372,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,10
48373,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.13,0.03,0.04,0.07,15
48374,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,19
48375,0.02,0.02,0.02,0.02,0.05,0.02,0.05,0.04,0.1,0.03,0.15,0.02,21
48376,0.01,0.01,0.04,0.05,0.07,0.05,0.02,0.03,0.08,0.01,0.22,0.02,21
48377,0.02,0.05,0.05,0.02,0.02,0.05,0.02,0.02,0.06,0.02,0.02,0.02,10
48378,0.03,0.03,0.05,0.03,0.03,0.05,0.05,0.06,0.06,0.05,0.06,0.03,17
48379,0.03,0.06,0.05,0.11,0.03,0.03,0.03,0.04,0.03,0.03,0.08,0.09,5
48380,0.02,0.02,0.02,0.08,0.02,0.04,0.02,0.03,0.19,0.03,0.09,0.02,15
48381,0.02,0.01,0.01,0.01,0.02,0.03,0.01,0.03,0.11,0.01,0.24,0.02,21
48382,0.14,0.02,0.02,0.07,0.02,0.02,0.02,0.05,0.05,0.02,0.11,0.02,0
48383,0.02,0.05,0.02,0.02,0.05,0.02,0.02,0.06,0.03,0.03,0.27,0.02,21
48384,0.02,0.04,0.02,0.02,0.02,0.04,0.04,0.02,0.14,0.04,0.2,0.02,21
48385,0.02,0.02,0.06,0.03,0.02,0.06,0.04,0.02,0.24,0.02,0.07,0.02,15
48386,0.01,0.01,0.02,0.02,0.01,0.02,0.02,0.01,0.18,0.01,0.26,0.01,21
48387,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.02,0.06,0.0,0.31,0.0,21
48388,0.02,0.02,0.03,0.09,0.02,0.03,0.03,0.08,0.02,0.02,0.17,0.02,21
48389,0.03,0.03,0.03,0.08,0.03,0.03,0.03,0.03,0.14,0.04,0.14,0.03,15
48390,0.03,0.03,0.03,0.06,0.05,0.03,0.03,0.03,0.06,0.03,0.19,0.03,21
48391,0.02,0.02,0.02,0.03,0.02,0.02,0.05,0.02,0.07,0.02,0.15,0.02,21
48392,0.03,0.03,0.18,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.1,0.03,2
48393,0.02,0.02,0.01,0.04,0.03,0.02,0.02,0.04,0.13,0.01,0.08,0.05,7
48394,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.05,0.04,0.01,0.11,0.02,17
48395,0.02,0.01,0.03,0.03,0.03,0.01,0.06,0.01,0.08,0.01,0.33,0.01,21
48396,0.01,0.01,0.01,0.05,0.01,0.01,0.03,0.07,0.06,0.02,0.33,0.03,21
48397,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.12,0.03,17
48398,0.02,0.02,0.03,0.05,0.06,0.08,0.03,0.04,0.07,0.02,0.17,0.02,21
48399,0.03,0.03,0.07,0.1,0.03,0.07,0.03,0.03,0.07,0.03,0.09,0.03,5
48400,0.02,0.02,0.02,0.04,0.02,0.04,0.02,0.02,0.1,0.02,0.15,0.02,21
48401,0.02,0.05,0.02,0.02,0.04,0.02,0.04,0.05,0.41,0.02,0.07,0.02,15
48402,0.0,0.02,0.01,0.03,0.02,0.03,0.0,0.02,0.05,0.01,0.21,0.0,21
48403,0.01,0.02,0.03,0.04,0.01,0.02,0.06,0.03,0.04,0.01,0.21,0.01,17
48404,0.01,0.03,0.01,0.04,0.01,0.06,0.01,0.02,0.33,0.02,0.18,0.01,15
48405,0.02,0.02,0.02,0.05,0.05,0.02,0.02,0.12,0.02,0.02,0.26,0.02,21
48406,0.08,0.02,0.05,0.02,0.02,0.1,0.02,0.03,0.05,0.03,0.02,0.03,7
48407,0.06,0.02,0.02,0.04,0.02,0.05,0.04,0.05,0.04,0.02,0.14,0.02,21
48408,0.01,0.03,0.01,0.02,0.03,0.01,0.01,0.03,0.26,0.01,0.26,0.01,15
48409,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.1,0.03,9
48410,0.02,0.02,0.03,0.02,0.04,0.02,0.02,0.02,0.33,0.02,0.21,0.04,15
48411,0.03,0.03,0.03,0.06,0.03,0.03,0.06,0.03,0.03,0.03,0.14,0.06,21
48412,0.01,0.01,0.01,0.1,0.01,0.01,0.01,0.01,0.1,0.02,0.2,0.01,21
48413,0.03,0.03,0.03,0.03,0.05,0.06,0.03,0.03,0.07,0.03,0.18,0.03,21
48414,0.01,0.03,0.01,0.03,0.01,0.06,0.01,0.01,0.05,0.01,0.24,0.01,21
48415,0.02,0.02,0.04,0.06,0.06,0.04,0.04,0.02,0.02,0.09,0.13,0.02,21
48416,0.02,0.02,0.02,0.05,0.02,0.03,0.02,0.04,0.1,0.03,0.2,0.02,21
48417,0.0,0.01,0.01,0.01,0.04,0.02,0.01,0.02,0.33,0.0,0.23,0.01,15
48418,0.02,0.02,0.06,0.1,0.02,0.02,0.02,0.04,0.04,0.02,0.19,0.02,21
48419,0.01,0.03,0.01,0.06,0.03,0.02,0.02,0.03,0.05,0.01,0.27,0.01,21
48420,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.14,0.03,0.09,0.03,15
48421,0.0,0.0,0.01,0.05,0.0,0.0,0.01,0.03,0.13,0.01,0.33,0.01,21
48422,0.01,0.03,0.01,0.03,0.04,0.08,0.01,0.06,0.04,0.03,0.27,0.06,21
48423,0.03,0.03,0.03,0.03,0.06,0.03,0.06,0.03,0.05,0.04,0.11,0.03,21
48424,0.03,0.03,0.1,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,2
48425,0.02,0.02,0.07,0.05,0.02,0.05,0.02,0.02,0.12,0.02,0.08,0.05,15
48426,0.04,0.04,0.02,0.04,0.07,0.02,0.04,0.02,0.05,0.02,0.21,0.06,21
48427,0.02,0.07,0.02,0.06,0.02,0.02,0.02,0.04,0.04,0.02,0.13,0.02,21
48428,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.07,0.06,0.01,0.32,0.02,21
48429,0.01,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.35,0.01,0.25,0.03,15
48430,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.03,19
48431,0.05,0.02,0.03,0.02,0.02,0.02,0.07,0.04,0.02,0.02,0.19,0.03,21
48432,0.01,0.02,0.01,0.02,0.05,0.02,0.03,0.02,0.25,0.01,0.21,0.01,15
48433,0.01,0.01,0.01,0.01,0.02,0.03,0.01,0.06,0.15,0.01,0.25,0.03,21
48434,0.02,0.02,0.02,0.07,0.02,0.07,0.05,0.04,0.13,0.02,0.06,0.02,15
48435,0.0,0.01,0.01,0.02,0.02,0.01,0.01,0.07,0.11,0.01,0.18,0.01,17
48436,0.01,0.01,0.01,0.01,0.02,0.06,0.01,0.05,0.06,0.03,0.28,0.04,21
48437,0.01,0.01,0.02,0.03,0.01,0.01,0.01,0.04,0.17,0.01,0.24,0.03,21
48438,0.03,0.03,0.03,0.02,0.09,0.03,0.06,0.05,0.02,0.02,0.07,0.03,6
48439,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,6
48440,0.02,0.11,0.02,0.04,0.02,0.02,0.04,0.04,0.06,0.03,0.02,0.02,17
48441,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,23
48442,0.05,0.02,0.05,0.05,0.02,0.02,0.05,0.05,0.06,0.02,0.09,0.02,7
48443,0.03,0.06,0.02,0.02,0.03,0.05,0.05,0.02,0.03,0.02,0.08,0.03,13
48444,0.02,0.02,0.02,0.02,0.02,0.09,0.03,0.03,0.06,0.02,0.1,0.02,13
48445,0.03,0.03,0.03,0.03,0.06,0.05,0.06,0.07,0.03,0.03,0.09,0.03,13
48446,0.05,0.05,0.07,0.02,0.05,0.07,0.02,0.08,0.14,0.02,0.03,0.02,15
48447,0.03,0.03,0.03,0.06,0.03,0.03,0.06,0.03,0.03,0.03,0.05,0.03,17
48448,0.02,0.02,0.08,0.07,0.02,0.02,0.05,0.06,0.03,0.02,0.08,0.02,13
48449,0.08,0.03,0.05,0.03,0.08,0.11,0.03,0.03,0.03,0.03,0.03,0.03,8
48450,0.05,0.02,0.02,0.05,0.05,0.02,0.05,0.03,0.17,0.02,0.11,0.02,15
48451,0.09,0.02,0.03,0.03,0.05,0.02,0.03,0.02,0.03,0.03,0.05,0.02,9
48452,0.03,0.03,0.03,0.03,0.03,0.06,0.06,0.03,0.03,0.03,0.06,0.03,13
48453,0.05,0.02,0.02,0.02,0.02,0.02,0.08,0.05,0.05,0.03,0.03,0.02,13
48454,0.02,0.02,0.04,0.07,0.02,0.02,0.02,0.04,0.06,0.02,0.06,0.11,19
48455,0.01,0.02,0.02,0.12,0.02,0.03,0.01,0.03,0.1,0.01,0.17,0.01,21
48456,0.01,0.03,0.01,0.07,0.04,0.03,0.01,0.03,0.28,0.01,0.02,0.01,15
48457,0.02,0.02,0.02,0.09,0.02,0.02,0.04,0.07,0.02,0.02,0.04,0.02,13
48458,0.01,0.04,0.04,0.03,0.01,0.02,0.01,0.03,0.16,0.04,0.17,0.01,21
48459,0.02,0.02,0.03,0.01,0.01,0.01,0.02,0.04,0.39,0.01,0.01,0.02,15
48460,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,3
48461,0.01,0.01,0.03,0.03,0.06,0.11,0.01,0.02,0.11,0.03,0.15,0.01,21
48462,0.02,0.02,0.02,0.11,0.06,0.02,0.02,0.09,0.03,0.02,0.1,0.05,5
48463,0.03,0.03,0.06,0.03,0.06,0.16,0.03,0.03,0.03,0.03,0.03,0.03,8
48464,0.02,0.02,0.02,0.02,0.02,0.1,0.02,0.02,0.02,0.02,0.04,0.02,7
48465,0.05,0.05,0.05,0.02,0.02,0.14,0.02,0.06,0.06,0.02,0.04,0.02,8
48466,0.03,0.04,0.07,0.04,0.02,0.06,0.01,0.02,0.19,0.01,0.03,0.01,15
48467,0.01,0.03,0.04,0.01,0.01,0.02,0.01,0.05,0.26,0.01,0.15,0.01,15
48468,0.04,0.05,0.03,0.1,0.01,0.04,0.03,0.01,0.1,0.02,0.02,0.01,13
48469,0.03,0.02,0.01,0.03,0.01,0.01,0.0,0.05,0.11,0.01,0.2,0.03,13
48470,0.05,0.03,0.03,0.06,0.06,0.03,0.03,0.03,0.07,0.03,0.1,0.03,18
48471,0.05,0.03,0.03,0.03,0.01,0.15,0.01,0.04,0.03,0.03,0.02,0.01,7
48472,0.01,0.03,0.01,0.01,0.05,0.04,0.01,0.06,0.06,0.02,0.2,0.01,21
48473,0.02,0.02,0.02,0.08,0.02,0.02,0.02,0.05,0.24,0.02,0.06,0.04,15
48474,0.01,0.03,0.04,0.01,0.01,0.04,0.01,0.06,0.19,0.01,0.02,0.01,15
48475,0.05,0.01,0.01,0.02,0.01,0.06,0.02,0.11,0.12,0.01,0.1,0.01,7
48476,0.02,0.02,0.05,0.02,0.02,0.05,0.02,0.02,0.02,0.02,0.02,0.07,17
48477,0.02,0.02,0.05,0.05,0.03,0.09,0.02,0.04,0.08,0.07,0.04,0.02,13
48478,0.01,0.01,0.01,0.01,0.01,0.1,0.0,0.02,0.3,0.0,0.0,0.01,15
48479,0.01,0.01,0.01,0.01,0.01,0.1,0.0,0.02,0.34,0.0,0.01,0.01,15
48480,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.08,0.39,0.01,0.04,0.01,15
48481,0.02,0.01,0.01,0.03,0.03,0.07,0.01,0.05,0.22,0.01,0.05,0.01,15
48482,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.07,0.04,0.02,0.2,0.02,21
48483,0.03,0.06,0.07,0.09,0.04,0.02,0.02,0.04,0.02,0.02,0.12,0.04,21
48484,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.12,0.03,0.13,0.03,21
48485,0.02,0.05,0.05,0.04,0.02,0.02,0.02,0.02,0.07,0.02,0.19,0.05,21
48486,0.01,0.0,0.01,0.02,0.02,0.03,0.01,0.01,0.13,0.01,0.08,0.01,7
48487,0.06,0.03,0.06,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.03,13
48488,0.02,0.02,0.03,0.02,0.02,0.07,0.02,0.02,0.31,0.02,0.05,0.03,15
48489,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.3,0.02,0.08,0.03,15
48490,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.1,0.05,0.01,0.04,0.01,13
48491,0.02,0.02,0.03,0.02,0.03,0.05,0.02,0.07,0.03,0.02,0.02,0.04,7
48492,0.01,0.01,0.01,0.01,0.02,0.04,0.03,0.01,0.38,0.01,0.02,0.01,15
48493,0.02,0.0,0.03,0.01,0.03,0.07,0.0,0.01,0.57,0.01,0.02,0.0,15
48494,0.07,0.02,0.01,0.01,0.01,0.01,0.01,0.09,0.1,0.01,0.09,0.02,17
48495,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,18
48496,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.07,0.03,0.03,0.1,4
48497,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.09,0.03,0.02,0.15,0.07,21
48498,0.03,0.03,0.04,0.03,0.03,0.03,0.07,0.03,0.04,0.02,0.1,0.01,17
48499,0.01,0.04,0.03,0.04,0.02,0.02,0.01,0.02,0.07,0.02,0.14,0.01,7
48500,0.03,0.01,0.01,0.04,0.03,0.02,0.01,0.04,0.03,0.01,0.02,0.03,13
48501,0.02,0.02,0.01,0.05,0.03,0.01,0.01,0.01,0.23,0.02,0.12,0.01,15
48502,0.01,0.01,0.04,0.02,0.02,0.01,0.05,0.06,0.04,0.01,0.08,0.01,13
48503,0.02,0.02,0.03,0.01,0.02,0.03,0.03,0.03,0.04,0.02,0.04,0.03,13
48504,0.02,0.03,0.03,0.05,0.02,0.03,0.05,0.07,0.05,0.02,0.03,0.01,13
48505,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,6
48506,0.02,0.06,0.03,0.04,0.02,0.01,0.02,0.04,0.02,0.1,0.02,0.02,22
48507,0.03,0.01,0.01,0.04,0.01,0.01,0.01,0.03,0.09,0.04,0.03,0.01,7
48508,0.01,0.02,0.01,0.03,0.05,0.01,0.01,0.01,0.23,0.09,0.03,0.03,15
48509,0.03,0.03,0.06,0.03,0.03,0.15,0.03,0.03,0.03,0.03,0.03,0.03,8
48510,0.02,0.01,0.01,0.03,0.01,0.03,0.01,0.01,0.02,0.12,0.03,0.05,9
48511,0.02,0.01,0.09,0.02,0.04,0.02,0.03,0.11,0.05,0.11,0.01,0.01,12
48512,0.03,0.03,0.03,0.06,0.03,0.03,0.06,0.03,0.03,0.11,0.03,0.03,3
48513,0.03,0.03,0.1,0.1,0.03,0.03,0.03,0.03,0.03,0.1,0.03,0.03,2
48514,0.02,0.02,0.02,0.02,0.02,0.08,0.02,0.03,0.05,0.08,0.03,0.02,3
48515,0.02,0.02,0.02,0.08,0.04,0.05,0.02,0.08,0.07,0.04,0.02,0.02,7
48516,0.02,0.02,0.05,0.02,0.02,0.02,0.02,0.03,0.06,0.02,0.02,0.02,7
48517,0.01,0.01,0.03,0.02,0.03,0.07,0.03,0.03,0.24,0.07,0.01,0.01,15
48518,0.06,0.02,0.06,0.06,0.02,0.04,0.04,0.02,0.02,0.14,0.02,0.02,20
48519,0.03,0.03,0.06,0.11,0.03,0.03,0.06,0.03,0.03,0.09,0.03,0.06,5
48520,0.03,0.03,0.03,0.06,0.03,0.22,0.03,0.03,0.03,0.03,0.03,0.03,8
48521,0.03,0.03,0.09,0.03,0.06,0.17,0.06,0.03,0.03,0.05,0.03,0.03,8
48522,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.08,0.04,0.04,0.04,0.04,11
48523,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,2
48524,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
48525,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.1,0.04,0.04,0.04,15
48526,0.03,0.03,0.08,0.05,0.03,0.03,0.05,0.03,0.06,0.1,0.03,0.03,3
48527,0.03,0.03,0.06,0.13,0.03,0.03,0.03,0.03,0.03,0.1,0.03,0.03,5
48528,0.03,0.03,0.03,0.03,0.03,0.1,0.03,0.03,0.03,0.03,0.03,0.03,7
48529,0.02,0.02,0.05,0.06,0.02,0.02,0.02,0.08,0.02,0.16,0.03,0.05,7
48530,0.06,0.01,0.02,0.01,0.04,0.02,0.01,0.01,0.25,0.19,0.01,0.01,15
48531,0.03,0.03,0.03,0.02,0.11,0.03,0.03,0.03,0.09,0.21,0.03,0.03,20
48532,0.03,0.02,0.04,0.07,0.06,0.02,0.03,0.02,0.16,0.16,0.01,0.03,15
48533,0.09,0.02,0.04,0.02,0.01,0.03,0.02,0.02,0.12,0.13,0.01,0.01,20
48534,0.04,0.04,0.04,0.04,0.02,0.09,0.04,0.02,0.1,0.12,0.02,0.04,20
48535,0.02,0.02,0.09,0.07,0.02,0.06,0.04,0.04,0.03,0.26,0.02,0.02,20
48536,0.02,0.02,0.01,0.01,0.04,0.03,0.01,0.03,0.15,0.3,0.01,0.01,20
48537,0.09,0.02,0.05,0.02,0.06,0.05,0.05,0.05,0.13,0.02,0.02,0.02,15
48538,0.02,0.04,0.01,0.01,0.05,0.04,0.01,0.03,0.24,0.07,0.01,0.02,15
48539,0.02,0.02,0.08,0.02,0.04,0.07,0.02,0.02,0.41,0.02,0.02,0.02,15
48540,0.02,0.02,0.05,0.02,0.03,0.02,0.04,0.04,0.07,0.02,0.02,0.02,13
48541,0.03,0.03,0.04,0.03,0.03,0.1,0.03,0.08,0.06,0.04,0.03,0.03,13
48542,0.07,0.02,0.01,0.01,0.01,0.04,0.01,0.08,0.02,0.02,0.02,0.02,13
48543,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.14,0.03,0.05,0.03,15
48544,0.06,0.01,0.04,0.02,0.03,0.04,0.01,0.01,0.07,0.01,0.27,0.02,21
48545,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,8
48546,0.04,0.04,0.08,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.04,3
48547,0.08,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
48548,0.03,0.06,0.03,0.03,0.06,0.03,0.06,0.03,0.03,0.03,0.07,0.03,21
48549,0.03,0.03,0.09,0.03,0.03,0.06,0.03,0.19,0.03,0.03,0.03,0.03,12
48550,0.01,0.04,0.01,0.02,0.01,0.01,0.01,0.02,0.04,0.02,0.25,0.02,21
48551,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.04,0.03,0.1,0.03,19
48552,0.02,0.04,0.05,0.05,0.03,0.02,0.02,0.03,0.02,0.01,0.16,0.02,7
48553,0.02,0.06,0.08,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.22,0.06,21
48554,0.03,0.09,0.03,0.02,0.03,0.05,0.06,0.03,0.02,0.02,0.04,0.06,1
48555,0.02,0.01,0.01,0.04,0.01,0.01,0.02,0.02,0.21,0.04,0.26,0.01,21
48556,0.01,0.01,0.06,0.07,0.01,0.01,0.03,0.03,0.04,0.03,0.23,0.01,21
48557,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.14,0.04,0.03,0.03,0.03,12
48558,0.02,0.02,0.03,0.04,0.02,0.02,0.02,0.02,0.07,0.02,0.25,0.02,21
48559,0.03,0.02,0.03,0.08,0.01,0.01,0.02,0.01,0.16,0.01,0.23,0.01,21
48560,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.06,0.01,0.31,0.04,21
48561,0.01,0.02,0.01,0.06,0.02,0.01,0.02,0.03,0.05,0.02,0.19,0.04,17
48562,0.03,0.07,0.03,0.03,0.07,0.03,0.04,0.03,0.11,0.03,0.07,0.03,15
48563,0.02,0.08,0.02,0.02,0.02,0.04,0.02,0.04,0.07,0.02,0.02,0.02,22
48564,0.02,0.03,0.05,0.06,0.02,0.02,0.03,0.02,0.02,0.02,0.29,0.03,21
48565,0.03,0.03,0.03,0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.14,0.03,21
48566,0.03,0.04,0.01,0.05,0.05,0.01,0.01,0.01,0.1,0.01,0.25,0.01,21
48567,0.08,0.02,0.02,0.02,0.02,0.04,0.02,0.04,0.04,0.02,0.21,0.02,21
48568,0.01,0.01,0.01,0.03,0.04,0.01,0.01,0.05,0.09,0.01,0.38,0.01,21
48569,0.02,0.02,0.02,0.05,0.02,0.02,0.02,0.03,0.08,0.02,0.16,0.02,21
48570,0.01,0.04,0.03,0.02,0.01,0.01,0.03,0.03,0.01,0.05,0.24,0.01,21
48571,0.03,0.08,0.02,0.02,0.05,0.06,0.02,0.03,0.04,0.02,0.21,0.03,21
48572,0.09,0.06,0.02,0.06,0.06,0.04,0.04,0.02,0.1,0.02,0.15,0.02,21
48573,0.03,0.03,0.03,0.03,0.03,0.1,0.03,0.03,0.03,0.03,0.06,0.03,8
48574,0.02,0.04,0.02,0.06,0.02,0.02,0.02,0.02,0.02,0.04,0.14,0.02,17
48575,0.02,0.02,0.06,0.09,0.02,0.04,0.02,0.09,0.03,0.02,0.12,0.02,21
48576,0.01,0.01,0.05,0.1,0.03,0.01,0.03,0.06,0.05,0.03,0.16,0.01,21
48577,0.01,0.01,0.01,0.07,0.01,0.01,0.01,0.03,0.05,0.01,0.31,0.01,21
48578,0.03,0.04,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.17,0.02,21
48579,0.02,0.01,0.06,0.02,0.01,0.05,0.01,0.05,0.09,0.01,0.27,0.01,21
48580,0.03,0.03,0.05,0.02,0.03,0.02,0.03,0.03,0.03,0.02,0.03,0.03,7
48581,0.03,0.03,0.05,0.03,0.06,0.05,0.03,0.04,0.03,0.03,0.19,0.03,21
48582,0.02,0.02,0.04,0.1,0.02,0.03,0.02,0.02,0.09,0.02,0.3,0.04,21
48583,0.03,0.03,0.06,0.03,0.03,0.03,0.06,0.04,0.03,0.03,0.18,0.03,21
48584,0.03,0.02,0.02,0.02,0.04,0.02,0.02,0.04,0.02,0.02,0.26,0.02,21
48585,0.02,0.01,0.01,0.05,0.01,0.03,0.01,0.02,0.02,0.02,0.3,0.01,21
48586,0.02,0.02,0.02,0.1,0.02,0.02,0.04,0.04,0.05,0.02,0.16,0.02,21
48587,0.02,0.01,0.01,0.03,0.03,0.01,0.01,0.05,0.03,0.01,0.44,0.01,21
48588,0.01,0.01,0.01,0.05,0.03,0.02,0.01,0.06,0.05,0.02,0.26,0.01,21
48589,0.02,0.01,0.02,0.0,0.02,0.06,0.02,0.02,0.15,0.03,0.24,0.02,21
48590,0.02,0.02,0.02,0.12,0.05,0.02,0.02,0.06,0.03,0.02,0.16,0.02,21
48591,0.04,0.02,0.02,0.02,0.05,0.02,0.02,0.08,0.04,0.02,0.25,0.02,21
48592,0.02,0.02,0.02,0.05,0.04,0.02,0.02,0.07,0.03,0.02,0.02,0.02,7
48593,0.03,0.03,0.11,0.03,0.03,0.03,0.03,0.11,0.03,0.03,0.13,0.06,21
48594,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.27,0.03,21
48595,0.01,0.07,0.01,0.04,0.01,0.02,0.01,0.02,0.13,0.01,0.18,0.01,21
48596,0.02,0.01,0.02,0.06,0.01,0.01,0.01,0.03,0.1,0.01,0.28,0.01,21
48597,0.07,0.02,0.03,0.02,0.04,0.02,0.02,0.08,0.07,0.02,0.16,0.02,21
48598,0.02,0.02,0.02,0.02,0.06,0.02,0.02,0.06,0.02,0.02,0.32,0.02,21
48599,0.01,0.04,0.02,0.05,0.02,0.04,0.01,0.04,0.11,0.03,0.27,0.01,21
48600,0.02,0.01,0.01,0.06,0.03,0.01,0.02,0.03,0.09,0.01,0.2,0.01,21
48601,0.04,0.02,0.02,0.05,0.02,0.07,0.02,0.07,0.02,0.02,0.1,0.08,9
48602,0.03,0.04,0.03,0.01,0.02,0.01,0.01,0.06,0.05,0.03,0.39,0.02,21
48603,0.03,0.05,0.04,0.02,0.03,0.02,0.02,0.04,0.02,0.02,0.2,0.02,21
48604,0.02,0.02,0.02,0.02,0.02,0.06,0.02,0.04,0.18,0.02,0.06,0.02,15
48605,0.02,0.02,0.02,0.09,0.02,0.04,0.02,0.03,0.02,0.02,0.13,0.02,21
48606,0.02,0.03,0.03,0.04,0.04,0.01,0.01,0.02,0.03,0.02,0.28,0.03,21
48607,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,9
48608,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.03,0.1,0.03,14
48609,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.09,0.03,0.05,0.18,0.03,21
48610,0.02,0.02,0.02,0.08,0.04,0.02,0.02,0.06,0.02,0.02,0.18,0.02,21
48611,0.01,0.01,0.02,0.07,0.04,0.03,0.01,0.01,0.15,0.01,0.23,0.01,21
48612,0.02,0.05,0.02,0.05,0.03,0.02,0.02,0.02,0.02,0.02,0.26,0.05,21
48613,0.07,0.12,0.02,0.06,0.02,0.02,0.02,0.02,0.02,0.02,0.14,0.02,21
48614,0.03,0.05,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.18,0.03,21
48615,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.09,0.03,0.03,0.03,19
48616,0.05,0.05,0.05,0.02,0.05,0.05,0.02,0.03,0.05,0.06,0.23,0.02,21
48617,0.05,0.03,0.02,0.05,0.03,0.02,0.02,0.14,0.1,0.02,0.07,0.02,12
48618,0.02,0.02,0.02,0.02,0.05,0.05,0.02,0.03,0.03,0.07,0.08,0.08,14
48619,0.02,0.05,0.03,0.02,0.02,0.02,0.02,0.02,0.08,0.02,0.2,0.02,21
48620,0.03,0.03,0.03,0.1,0.03,0.03,0.03,0.04,0.05,0.03,0.07,0.07,5
48621,0.02,0.02,0.02,0.11,0.02,0.07,0.02,0.04,0.09,0.02,0.07,0.02,17
48622,0.02,0.05,0.02,0.07,0.05,0.05,0.02,0.14,0.03,0.02,0.15,0.02,21
48623,0.05,0.04,0.02,0.04,0.02,0.03,0.06,0.02,0.09,0.02,0.13,0.02,21
